importar?;polígono?;Comunidade;name;description;folder;type;geometry
não  ;;mato-alto;Ponto de Ônibus;;Cidade de Deus - Mapa PCU;point;[u'-43.35632584455636,-22.90377292461719,0']
R;;mato-alto;Moto Taxi;;Cidade de Deus - Mapa PCU;point;[u'-43.35630328237081,-22.90457384255031,0']
R;;mato-alto;Moto táxi do Tanque;;Cidade de Deus - Mapa PCU;point;[u'-43.36856461590453,-22.90849930395574,0']
O;sim;mato-alto;Ciep Lindofo Color;;Cidade de Deus - Mapa PCU;point;[u'-43.35684214867855,-22.90648652295458,0']
esclarecer;;mato-alto;Vila  Olímpica;;Cidade de Deus - Mapa PCU;point;[u'-43.35726917646868,-22.90842590301891,0']
O;sim;mato-alto;Pam da Praça Seca;;Cidade de Deus - Mapa PCU;point;[u'-43.34737071135885,-22.9026635847971,0']
O;sim;mato-alto;Posto de Saude;;Cidade de Deus - Mapa PCU;point;[u'-43.3710499605038,-22.90986745977443,0']
R;sim;mato-alto;campo;campo;Cidade de Deus - Mapa PCU;point;[u'-43.35438923197513,-22.90555186030216,0']
R;sim;mato-alto;Mangueiral;Mangueiral;Cidade de Deus - Mapa PCU;point;[u'-43.35454146576397,-22.90809204207022,0']
esclarecer;;mato-alto;Casinhas Brancas;;Cidade de Deus - Mapa PCU;point;[u'-43.35255576858496,-22.90804250759343,0']
esclarecer;;mato-alto;Bela Vista;;Cidade de Deus - Mapa PCU;point;[u'-43.35415445361987,-22.90999840109044,0']
esclarecer;;mato-alto;Vale da Mata;;Cidade de Deus - Mapa PCU;point;[u'-43.351805400878,-22.90882855069629,0']
O;sim;mato-alto;Ass. de Moradores – Mato Alto;;Cidade de Deus - Mapa PCU;point;[u'-43.35400892378522,-22.90614339735435,0']
R;sim;mato-alto;Futebol e evento do Dia das Crianças;;Cidade de Deus - Mapa PCU;point;[u'-43.35463222048038,-22.9082627664856,0']
O;sim;santa-ines;Movimento de Mulheres Vitória Régia;R. Itapiuna, 97 - Campo Grande, Rio de Janeiro - RJ, 23095-020, Brasil<br><br>Rodas conversa<br>Evento Dia das Mães<br><br>Evento comunitário sobre cuidados na gravidez e com o bebê;Cidade de Deus - Mapa PCU;point;[u'-43.56293338803837,-22.8747731933665,0']
O;sim;santa-ines;Centro do Pedregoso;camelo educativo centro do pedregoso;Cidade de Deus - Mapa PCU;point;[u'-43.55961786134032,-22.87033439524705,0']
não  ;;santa-ines;Favela do Quiabo;camelô;Cidade de Deus - Mapa PCU;point;[u'-43.56096599826007,-22.87839167544173,0']
R;;santa-ines;Ponto de Kombi;camelo;Cidade de Deus - Mapa PCU;point;[u'-43.56345443362745,-22.87316310857576,0']
não  ;;santa-ines;Santa Cecília;camelo educativo;Cidade de Deus - Mapa PCU;point;[u'-43.5574995165439,-22.8717673615377,0']
O;sim;santa-ines;Ass. Mor. do Jardim Jardim São Geraldo;;Cidade de Deus - Mapa PCU;point;[u'-43.55938633186827,-22.86787771767014,0']
não  ;;santa-ines;Igreja de São Braz;;Cidade de Deus - Mapa PCU;point;[u'-43.56714899977752,-22.85818500113679,0']
O;sim;santa-ines;E. M. Maria Izabel;;Cidade de Deus - Mapa PCU;point;[u'-43.56035217516928,-22.87566123258081,0']
O;sim;santa-ines;E. M. Jair Tavares;;Cidade de Deus - Mapa PCU;point;[u'-43.56347367871126,-22.87397891658513,0']
O;sim;santa-ines;CIEP Helio Pelegrino;;Cidade de Deus - Mapa PCU;point;[u'-43.56418964298356,-22.87760844259634,0']
não  ;;santa-ines;Casa de Betânia;Sitio Betania Jesus Mestre<br><br>(roda de conversa);Cidade de Deus - Mapa PCU;point;[u'-43.52012513386811,-22.88202339942461,0']
não (E);;santa-ines;Café da manhã educativo;;Cidade de Deus - Mapa PCU;point;[u'-43.5627461843556,-22.87638603462454,0']
esclarecer;;santa-ines;Jardim Letícia;- roda de conversa com jogos;Cidade de Deus - Mapa PCU;point;[u'-43.56973604565754,-22.87293811351952,0']
O;sim;comunidade-do-batan;Centro Social e Cultural Tatiane Lima;Cine Pipoca, roda de conversa, distribuiçao de preservativo, aconselhamentos gerais.<br>Aula de copoeira, kumk Fu, palestra com atletas.<br>Papo de Menina;Cidade de Deus - Mapa PCU;point;[u'-43.42746910954119,-22.86253963585504,0']
O;sim;comunidade-do-batan;Associação de Moradores;;Cidade de Deus - Mapa PCU;point;[u'-43.42540202672946,-22.86227130413601,0']
não (E);;comunidade-do-batan;Camelô Educativo;;Cidade de Deus - Mapa PCU;point;[u'-43.4264434727818,-22.86415132845119,0']
esclarecer;;comunidade-do-batan;Futebol;Tenda do camêlo Educativo no Futebol;Cidade de Deus - Mapa PCU;point;[u'-43.43165886582519,-22.86412408710195,0']
não  ;;comunidade-do-batan;Ponto de Onibus;Camêlo Educativo_Ponto de Onibus Av. Brasil<br>Meio ambiente (junho) e DST/Aids;Cidade de Deus - Mapa PCU;point;[u'-43.42573945067685,-22.86536977450662,0']
não (E);;comunidade-do-batan;Paletra para Gestantes;;Cidade de Deus - Mapa PCU;point;[u'-43.4273328303997,-22.86252324463483,0']
não (E);;comunidade-do-batan;Palestra com jovens dos cursos UPP;Palestra com jovens dos cursos UPP;Cidade de Deus - Mapa PCU;point;[u'-43.42431084280457,-22.86151681764974,0']
não (E);;comunidade-do-batan;Palestra  com crianças;Palestra  com crianças do ensino fundamental;Cidade de Deus - Mapa PCU;point;[u'-43.4250777925944,-22.86498357649604,0']
O;sim;comunidade-do-batan;UPP;14ª Batalhão;Cidade de Deus - Mapa PCU;point;[u'-43.42426506461577,-22.86156994830184,0']
O;sim;comunidade-do-batan;Creche Machado;;Cidade de Deus - Mapa PCU;point;[u'-43.42913419876133,-22.86095189013498,0']
O;sim;comunidade-do-batan;E.M. Costa do Marfim;;Cidade de Deus - Mapa PCU;point;[u'-43.4251775468814,-22.86493643343665,0']
O;sim;comunidade-do-batan;Futura Instalação da Creche da Comunidade;;Cidade de Deus - Mapa PCU;point;[u'-43.42378376656912,-22.86271337637771,0']
não  ;;comunidade-do-batan;FAETEC;Campo do Barro;Cidade de Deus - Mapa PCU;point;[u'-43.4247875940496,-22.86121507345027,0']
R;sim;comunidade-do-batan;Campo do Bahia;Campo de Futbol<br>Saúde do Homem e DST;Cidade de Deus - Mapa PCU;point;[u'-43.43116990126011,-22.86404738664457,0']
R;sim;comunidade-do-batan;Praça Lyda Monteiro da Silva;Praça Lyda Monteiro da Silva;Cidade de Deus - Mapa PCU;point;[u'-43.42360466571561,-22.86483138145805,0']
não (E);;comunidade-do-batan;Torneio de futbol;Praça e Campo de Futebol Stº Adolfo;Cidade de Deus - Mapa PCU;point;[u'-43.42962231895018,-22.85972267724608,0']
O;sim;comunidade-do-batan;Abrigo de idosos do Sase;;Cidade de Deus - Mapa PCU;point;[u'-43.43274318179574,-22.86393102839918,0']
não  ;;comunidade-do-batan;Morrão (invasão);Morrão(invasão);Cidade de Deus - Mapa PCU;point;[u'-43.42243647126598,-22.861772009815,0']
não (E);;comunidade-do-batan;Camelô educatico;;Cidade de Deus - Mapa PCU;point;[u'-43.42730631109704,-22.86273818744821,0']
não (E);;comunidade-do-batan;Camelô educativo;Esportes e DST;Cidade de Deus - Mapa PCU;point;[u'-43.42937318742433,-22.85996984932122,0']
não (E);;comunidade-do-batan;Palestras e roda de conversa com a 'Melhor idade';Palestras e roda de conversa com melhor idade;Cidade de Deus - Mapa PCU;point;[u'-43.43266661618701,-22.8637715678297,0']
não  ;;comunidade-do-batan;Sacolão Preço Bom;Sacolão Preço Bom;Cidade de Deus - Mapa PCU;point;[u'-43.42596743959522,-22.86456270775037,0']
não  ;;comunidade-do-batan;farmacia bealty;farmacia bealty;Cidade de Deus - Mapa PCU;point;[u'-43.42660453824256,-22.86369429742534,0']
não  ;;comunidade-do-batan;farmacia;farmacia;Cidade de Deus - Mapa PCU;point;[u'-43.42683274720363,-22.8640864767972,0']
não  ;;comunidade-do-batan;Padaria Alena;Padaria Alena;Cidade de Deus - Mapa PCU;point;[u'-43.42680533795357,-22.86395116354039,0']
não  ;;comunidade-do-batan;Mercadinho Alena;Mercadinho Alena;Cidade de Deus - Mapa PCU;point;[u'-43.42680508769606,-22.86374313748119,0']
não  ;;comunidade-do-batan;Igreja Católica Nossa Senhora Aparecida;Igreja Católica Nossa Senhora Aparecida;Cidade de Deus - Mapa PCU;point;[u'-43.42714137578862,-22.86417121913167,0']
não  ;;comunidade-do-batan;Igreja Assembleia de Deus Pastor Alelua;Igreja Assembleia de Deus Pastor Alelua;Cidade de Deus - Mapa PCU;point;[u'-43.42474124468282,-22.86304558014873,0']
não  ;;comunidade-do-batan;Igreja Monte Alegre;Igreja Monte Alegre;Cidade de Deus - Mapa PCU;point;[u'-43.42426593737293,-22.8649551524329,0']
não  ;;comunidade-do-batan;1ªIgreja Batista da Av. brasil;1ªIgreja Batista da Av. brasil;Cidade de Deus - Mapa PCU;point;[u'-43.42681041415659,-22.86492871847255,0']
R;sim;comunidade-do-batan;lanhouse do  Marcos;lanhouse do  Marcos;Cidade de Deus - Mapa PCU;point;[u'-43.42587777777778,-22.86463961403317,0']
R;sim;comunidade-do-batan;lanhouse arena;lanhouse arena;Cidade de Deus - Mapa PCU;point;[u'-43.42653909627963,-22.86383812032014,0']
não (E);;conjunto-habitacional-BNH;Camelô Educativo;;Cidade de Deus - Mapa PCU;point;[u'-43.3093523976255,-22.85088292731614,0']
não (E);;conjunto-habitacional-BNH;Camelô Educativo;;Cidade de Deus - Mapa PCU;point;[u'-43.30597051338977,-22.85000673735731,0']
não (E);;conjunto-habitacional-BNH;Camelô Educativo;;Cidade de Deus - Mapa PCU;point;[u'-43.30380878132756,-22.84601575865345,0']
não (E);;conjunto-habitacional-BNH;Camelô Educativo;;Cidade de Deus - Mapa PCU;point;[u'-43.30117924894942,-22.85015975408802,0']
O;sim;conjunto-habitacional-BNH;Ass. de moradores – BNH;;Cidade de Deus - Mapa PCU;point;[u'-43.30584527636128,-22.84950276959183,0']
O;sim;conjunto-habitacional-BNH;Ass. de Mulheres de Vila Kosmos;;Cidade de Deus - Mapa PCU;point;[u'-43.30170092127269,-22.84934003273993,0']
O;sim;conjunto-habitacional-BNH;E.M. Cecília Meireles;;Cidade de Deus - Mapa PCU;point;[u'-43.30432936925109,-22.84897109089295,0']
O;sim;conjunto-habitacional-BNH;E. M. Desembargador Montenegro;;Cidade de Deus - Mapa PCU;point;[u'-43.30458031499688,-22.8477801669751,0']
O;sim;conjunto-habitacional-BNH;Instituto Kodokan;;Cidade de Deus - Mapa PCU;point;[u'-43.3036989400705,-22.84690368083493,0']
R;sim;conjunto-habitacional-BNH;Quadra da Rua F;;Cidade de Deus - Mapa PCU;point;[u'-43.30611897502235,-22.85001936064792,0']
R;;conjunto-habitacional-BNH;moto taxi;;Cidade de Deus - Mapa PCU;point;[u'-43.30763819418639,-22.84974619860415,0']
não  ;;conjunto-habitacional-BNH;Igreja Nossa Senhora do Carmo;;Cidade de Deus - Mapa PCU;point;[u'-43.30785798836021,-22.85001204259033,0']
não  ;;conjunto-habitacional-BNH;Trayler da D. Nair;;Cidade de Deus - Mapa PCU;point;[u'-43.30754707565978,-22.84983709148219,0']
não  ;;conjunto-habitacional-BNH;Bar da Baiana - Bingo;;Cidade de Deus - Mapa PCU;point;[u'-43.30135417307057,-22.84988664020658,0']
não  ;;conjunto-habitacional-BNH;Bar do Luis -  Ação comunitária comemorativa;;Cidade de Deus - Mapa PCU;point;[u'-43.30152181914463,-22.85005023289753,0']
R;sim;conjunto-habitacional-BNH;lan house;lan house;Cidade de Deus - Mapa PCU;point;[u'-43.30431628358072,-22.85041908235082,0']
não (E);;conjunto-habitacional-BNH;roda de conversa;;Cidade de Deus - Mapa PCU;point;[u'-43.301668380165,-22.84969977124077,0']
não (E);;conjunto-habitacional-BNH;Cine Pipoca;;Cidade de Deus - Mapa PCU;point;[u'-43.30166537055278,-22.84964264123153,0']
não (E);;conjunto-habitacional-BNH;Oficina sobre Cuidados com o Meio Ambiente e Reciclagem;;Cidade de Deus - Mapa PCU;point;[u'-43.30452013630627,-22.84786797413334,0']
não (E);;conjunto-habitacional-BNH;Festa de Fim de ano;;Cidade de Deus - Mapa PCU;point;[u'-43.30220750241387,-22.8494122364237,0']
O;;favela-parque-horacio-cardoso-franco, favela-eredia-de-sa, favela-do-arara;Movimento de Mulheres Pq. Horácio;R. Couto de Magalhães, 199 - Benfica, Rio de Janeiro - RJ, 20930-090, Brasil;Cidade de Deus - Mapa PCU;point;[u'-43.238018,-22.892053,0']
não (E);;favela-parque-horacio-cardoso-franco, favela-eredia-de-sa, favela-do-arara;camelo educativo;camelo educativo;Cidade de Deus - Mapa PCU;point;[u'-43.23807290315459,-22.89230353094069,0']
não (E);;favela-parque-horacio-cardoso-franco, favela-eredia-de-sa, favela-do-arara;camelo educativo;camelo educativo;Cidade de Deus - Mapa PCU;point;[u'-43.23562700480638,-22.88788871150208,0']
não (E);;favela-parque-horacio-cardoso-franco, favela-eredia-de-sa, favela-do-arara;roda de conversa;roda de conversa;Cidade de Deus - Mapa PCU;point;[u'-43.23678260384867,-22.88953432390754,0']
O;sim;favela-parque-horacio-cardoso-franco, favela-eredia-de-sa, favela-do-arara;Creche Pequeno Aprendiz;;Cidade de Deus - Mapa PCU;point;[u'-43.237147,-22.88895,0']
O;sim;favela-parque-horacio-cardoso-franco, favela-eredia-de-sa, favela-do-arara;Creche Mun. Ataulfo Alves;Atende 67 crianças de 2 a 4 anos,situada Rua Primeira;Cidade de Deus - Mapa PCU;point;[u'-43.23012576920694,-22.88980148265105,0']
O;sim;favela-parque-horacio-cardoso-franco, favela-eredia-de-sa, favela-do-arara;E. M. Alice Amaral Peixoto;;Cidade de Deus - Mapa PCU;point;[u'-43.23631494417014,-22.88965674864007,0']
O;sim;favela-parque-horacio-cardoso-franco, favela-eredia-de-sa, favela-do-arara;E. M. Cardeal Leme;Oficina para formação de adolescentes multiplicadores<br>Encontro educativo sobre gravidez, cuidados com bbê e prevenção;Cidade de Deus - Mapa PCU;point;[u'-43.23572485075818,-22.88915761946662,0']
R;sim;favela-parque-horacio-cardoso-franco, favela-eredia-de-sa, favela-do-arara;Pç. da Nacional;;Cidade de Deus - Mapa PCU;point;[u'-43.23506867019484,-22.88833546944603,0']
R;sim;favela-parque-horacio-cardoso-franco, favela-eredia-de-sa, favela-do-arara;Pç.Padre de Souza;;Cidade de Deus - Mapa PCU;point;[u'-43.2348812859314,-22.88919966876806,0']
R;sim;favela-parque-horacio-cardoso-franco, favela-eredia-de-sa, favela-do-arara;Lan-House;Lan-House;Cidade de Deus - Mapa PCU;point;[u'-43.238951,-22.889055,0']
R;sim;favela-parque-horacio-cardoso-franco, favela-eredia-de-sa, favela-do-arara;lan house;lan house;Cidade de Deus - Mapa PCU;point;[u'-43.23678867264411,-22.8889590492788,0']
R;sim;favela-parque-horacio-cardoso-franco, favela-eredia-de-sa, favela-do-arara;lan house;lan house;Cidade de Deus - Mapa PCU;point;[u'-43.2377722813785,-22.88887231897899,0']
não  ;;favela-parque-horacio-cardoso-franco, favela-eredia-de-sa, favela-do-arara;Amigos da sueca;;Cidade de Deus - Mapa PCU;point;[u'-43.23484508969929,-22.88810011901239,0']
não  ;;favela-parque-horacio-cardoso-franco, favela-eredia-de-sa, favela-do-arara;Igreja nossa Senhora de Fatima;Igreja nossa Senhora de Fatima;Cidade de Deus - Mapa PCU;point;[u'-43.23629792550832,-22.88874691110785,0']
não (E);;favela-parque-horacio-cardoso-franco, favela-eredia-de-sa, favela-do-arara;Aplicação de questionários;Aplicação de questionários;Cidade de Deus - Mapa PCU;point;[u'-43.23823880768359,-22.89179722913564,0']
não (E);;favela-parque-horacio-cardoso-franco, favela-eredia-de-sa, favela-do-arara;3ª idade;Roda de conversa sobre 3ª idade e saúde da mulher;Cidade de Deus - Mapa PCU;point;[u'-43.23836850731702,-22.89195852209765,0']
não (E);;favela-parque-horacio-cardoso-franco, favela-eredia-de-sa, favela-do-arara;Saúde da Mulher;;Cidade de Deus - Mapa PCU;point;[u'-43.23736472157928,-22.88897725356395,0']
não (E);;favela-parque-horacio-cardoso-franco, favela-eredia-de-sa, favela-do-arara;Oficina do Dia dos Pais;;Cidade de Deus - Mapa PCU;point;[u'-43.23493606132313,-22.88810921878654,0']
não (E);;favela-parque-horacio-cardoso-franco, favela-eredia-de-sa, favela-do-arara;Debate;Debate com vídeo educativo sobre Amamentação do bebê<br>cine - pipoca para crianças e adolescente;Cidade de Deus - Mapa PCU;point;[u'-43.23815156128255,-22.89202515559072,0']
não (E);;favela-parque-horacio-cardoso-franco, favela-eredia-de-sa, favela-do-arara;Almoço comunitário;Almoço comunitário;Cidade de Deus - Mapa PCU;point;[u'-43.23514016496836,-22.8881790773766,0']
não (E);;favela-parque-horacio-cardoso-franco, favela-eredia-de-sa, favela-do-arara;Oficina de artesanato;;Cidade de Deus - Mapa PCU;point;[u'-43.23828961522467,-22.89208924313882,0']
não (E);;favela-parque-horacio-cardoso-franco, favela-eredia-de-sa, favela-do-arara;Torneio de futebol;;Cidade de Deus - Mapa PCU;point;[u'-43.23521146688414,-22.88936772092058,0']
não (E);;favela-parque-horacio-cardoso-franco, favela-eredia-de-sa, favela-do-arara;Grupo de queimado e de capoeira;;Cidade de Deus - Mapa PCU;point;[u'-43.23823057552384,-22.89099912755708,0']
não (E);;favela-parque-horacio-cardoso-franco, favela-eredia-de-sa, favela-do-arara;Reforço escolar e contação de história;;Cidade de Deus - Mapa PCU;point;[u'-43.23810562455935,-22.89189871224155,0']
não (E);;favela-parque-horacio-cardoso-franco, favela-eredia-de-sa, favela-do-arara;Gravidez, Cuidados com bebê e prevenção;;Cidade de Deus - Mapa PCU;point;[u'-43.23583478198338,-22.88910167832303,0']
O;sim;morro-dos-prazeres;PROA;;Cidade de Deus - Mapa PCU;point;[u'-43.20342486526211,-22.93393490823591,0']
O;sim;morro-dos-prazeres;Associação dos Prazeres/Grupo PROA;Ass. Prazeres: Trabalha em prol da melhoria da comunidade morros dos Prazeres .<br>GRUPO PROA: Nucle de prevenção das DST/HIV-Aids e promoção de saúde do morro dos Prazeres .;Cidade de Deus - Mapa PCU;point;[u'-43.20341904950642,-22.93405339952119,0']
não (E);;morro-dos-prazeres;camelô Educativo;camelô educativo;Cidade de Deus - Mapa PCU;point;[u'-43.20175976318631,-22.93457745083414,0']
não (E);;morro-dos-prazeres;camelô Educativo;camelô educativo;Cidade de Deus - Mapa PCU;point;[u'-43.2028440865663,-22.93241692697781,0']
não (E);;morro-dos-prazeres;camelô Educativo;Camêlo educativo e roda de conversa;Cidade de Deus - Mapa PCU;point;[u'-43.20395148066289,-22.93605744592772,0']
não  ;;morro-dos-prazeres;Igreja Assembleia de Deus;;Cidade de Deus - Mapa PCU;point;[u'-43.20103163625299,-22.93236188267361,0']
não (E);;morro-dos-prazeres;Encontro de mães;;Cidade de Deus - Mapa PCU;point;[u'-43.20415782319308,-22.93615686335962,0']
O;sim;morro-dos-prazeres;PS Ernani Agrícola;É o único posto de saúde do bairro de Santa Teresa que atende diversas aréas e todas as idades .;Cidade de Deus - Mapa PCU;point;[u'-43.189151485687,-22.92129371883864,0']
R;;morro-dos-prazeres;Rádio;;Cidade de Deus - Mapa PCU;point;[u'-43.20336401012672,-22.93401849441876,0']
O;sim;morro-dos-prazeres;Casarão dos Prazeres;Aréa de Educação e Recreação para toda família .;Cidade de Deus - Mapa PCU;point;[u'-43.20221487888086,-22.93483109696976,0']
O;sim;morro-dos-prazeres;Centro Comunitário dos Prazeres;Quadra esportiva .;Cidade de Deus - Mapa PCU;point;[u'-43.20339234996007,-22.93401693709804,0']
O;sim;morro-dos-prazeres;CRAS-Arismania;Serviço de assistencia social da prefeitura do Rio de Janeiro que atende moradores do centro .;Cidade de Deus - Mapa PCU;point;[u'-43.18734689528314,-22.90535055519159,0']
O;sim;morro-dos-prazeres;Instituto Pólem;Trabalha com informática é audio visual .;Cidade de Deus - Mapa PCU;point;[u'-43.20355538974398,-22.93275814175427,0']
O;sim;morro-dos-prazeres;Creche José M.de Oliveira;Creche José Marim de Oliveira: atende crianças de três meses a quatro anos de idade .;Cidade de Deus - Mapa PCU;point;[u'-43.20256858904423,-22.9349176212028,0']
O;sim;morro-dos-prazeres;E.E. Monteiro de Carvalho;Atende adolescente e jovens do ensino médio .;Cidade de Deus - Mapa PCU;point;[u'-43.19935523105631,-22.93437420439513,0']
O;sim;morro-dos-prazeres;E.M. Orlando Villas Bôas;Atende criança e adolescente da 3º séria do segundo ciclo  a 9º a série;Cidade de Deus - Mapa PCU;point;[u'-43.18611780849675,-22.91687008196224,0']
O;sim;morro-dos-prazeres;E.M. Guetemala;Atende crianças do primeiro au segundo ciclo .;Cidade de Deus - Mapa PCU;point;[u'-43.18809902185381,-22.91795254387432,0']
O;sim;morro-dos-prazeres;E.M. Julia L. Almeida;EM Julia Lopes Almeida:<br>Escola mais proxima da comunidade que atende crianças do primeiro au segundo ciclo .;Cidade de Deus - Mapa PCU;point;[u'-43.20407092439221,-22.9361486012552,0']
O;sim;morro-dos-prazeres;E.M. Celestino da Silva;;Cidade de Deus - Mapa PCU;point;[u'-43.18222534260103,-22.91212496892673,0']
R;sim;morro-dos-prazeres;Campão;Campão<br>Campo esportivo do morro dos Prazeres .;Cidade de Deus - Mapa PCU;point;[u'-43.20460621845768,-22.93515641681843,0']
R;sim;morro-dos-prazeres;Campo do Japonés;Campo do Japonês<br>Escola de pessoas orinentais .;Cidade de Deus - Mapa PCU;point;[u'-43.19886777096173,-22.93162070157767,0']
R;sim;morro-dos-prazeres;Quadra esportiva Madame;Quadra da Madame<br>Quadra esportiva Madame.;Cidade de Deus - Mapa PCU;point;[u'-43.20187935526324,-22.93111108103988,0']
R;sim;morro-dos-prazeres;Praça  ;Praça - Doce mel<br>Local onde as crianças brincam .;Cidade de Deus - Mapa PCU;point;[u'-43.20224598452148,-22.93448599509251,0']
R;sim;morro-dos-prazeres;Lan house;Lan house do Leo .;Cidade de Deus - Mapa PCU;point;[u'-43.20420219463815,-22.93385323788282,0']
não (E);;morro-dos-prazeres;Camelô  ;camelô na quadra;Cidade de Deus - Mapa PCU;point;[u'-43.20315837741617,-22.93410270518699,0']
